Gender,ASJC_2d,Country,Early,Mid,Late,NoAuthors
female,16,Turkey,Bottom,Bottom,Bottom,6
male,16,Spain,Middle,Bottom,Bottom,30
male,16,Austria,Middle,Bottom,Bottom,2
male,16,South Korea,Middle,Bottom,Bottom,5
male,16,Turkey,Bottom,Bottom,Bottom,11
male,16,Norway,Bottom,Bottom,Bottom,5
female,16,Canada,Middle,Bottom,Bottom,6
male,16,Israel,Middle,Bottom,Bottom,2
male,16,Belgium,Middle,Bottom,Bottom,1
male,16,Poland,Middle,Bottom,Bottom,9
male,16,Japan,Top,Bottom,Bottom,3
female,16,Chile,Bottom,Bottom,Bottom,2
male,16,Canada,Middle,Bottom,Bottom,7
female,16,Slovenia,Bottom,Bottom,Bottom,4
female,16,Finland,Middle,Bottom,Bottom,2
female,16,Netherlands,Middle,Bottom,Bottom,2
female,16,Portugal,Bottom,Bottom,Bottom,10
male,16,Turkey,Middle,Bottom,Bottom,8
male,16,United States,Top,Bottom,Bottom,4
male,16,Portugal,Bottom,Bottom,Bottom,5
female,16,Finland,Bottom,Bottom,Bottom,3
female,16,Denmark,Middle,Bottom,Bottom,1
female,16,Germany,Bottom,Middle,Bottom,2
male,16,United States,Bottom,Middle,Bottom,29
male,16,South Korea,Bottom,Middle,Bottom,3
male,16,Japan,Bottom,Middle,Bottom,25
female,16,Canada,Bottom,Middle,Bottom,2
female,16,Italy,Middle,Middle,Bottom,20
male,16,United States,Middle,Middle,Bottom,123
male,16,Germany,Middle,Middle,Bottom,41
male,16,Sweden,Middle,Middle,Bottom,6
male,16,Japan,Middle,Middle,Bottom,122
female,16,Italy,Top,Middle,Bottom,1
male,16,Portugal,Bottom,Middle,Bottom,4
female,16,Spain,Bottom,Middle,Bottom,7
male,16,Canada,Bottom,Middle,Bottom,6
male,16,France,Middle,Middle,Bottom,57
female,16,France,Middle,Middle,Bottom,12
male,16,Netherlands,Middle,Middle,Bottom,6
male,16,Chile,Bottom,Middle,Bottom,1
female,16,Poland,Bottom,Middle,Bottom,6
male,16,Italy,Bottom,Middle,Bottom,8
male,16,United Kingdom,Middle,Middle,Bottom,44
male,16,South Korea,Middle,Middle,Bottom,12
female,16,Spain,Middle,Middle,Bottom,28
female,16,France,Bottom,Middle,Bottom,5
male,16,Poland,Bottom,Middle,Bottom,9
male,16,Poland,Middle,Middle,Bottom,18
male,16,Austria,Middle,Middle,Bottom,4
male,16,Italy,Middle,Middle,Bottom,33
female,16,Ireland,Middle,Middle,Bottom,1
female,16,United States,Middle,Middle,Bottom,24
female,16,Portugal,Bottom,Middle,Bottom,4
male,16,Spain,Middle,Middle,Bottom,51
male,16,Hungary,Middle,Middle,Bottom,2
male,16,Sweden,Top,Middle,Bottom,3
male,16,Germany,Bottom,Middle,Bottom,13
female,16,Australia,Middle,Middle,Bottom,6
male,16,France,Bottom,Middle,Bottom,12
male,16,Mexico,Middle,Middle,Bottom,3
male,16,Greece,Middle,Middle,Bottom,9
male,16,Slovakia,Middle,Middle,Bottom,5
male,16,United Kingdom,Top,Middle,Bottom,9
male,16,Denmark,Middle,Middle,Bottom,3
male,16,Canada,Middle,Middle,Bottom,12
female,16,Germany,Middle,Middle,Bottom,5
male,16,Japan,Top,Middle,Bottom,26
male,16,Czech Republic,Middle,Middle,Bottom,5
female,16,Japan,Middle,Middle,Bottom,12
male,16,Turkey,Top,Middle,Bottom,1
female,16,Turkey,Middle,Middle,Bottom,4
female,16,United Kingdom,Middle,Middle,Bottom,9
female,16,Poland,Top,Middle,Bottom,2
male,16,United States,Top,Middle,Bottom,12
male,16,Belgium,Top,Middle,Bottom,2
male,16,Germany,Top,Middle,Bottom,5
male,16,Spain,Top,Middle,Bottom,4
male,16,United Kingdom,Middle,Top,Bottom,3
male,16,Canada,Middle,Top,Bottom,1
male,16,Japan,Middle,Top,Bottom,7
male,16,Spain,Top,Top,Bottom,2
male,16,Germany,Top,Top,Bottom,6
female,16,United Kingdom,Middle,Top,Bottom,2
male,16,Turkey,Top,Top,Bottom,1
male,16,Sweden,Top,Top,Bottom,1
male,16,South Korea,Middle,Top,Bottom,1
male,16,Lithuania,Bottom,Bottom,Bottom,3
female,16,Switzerland,Middle,Bottom,Bottom,1
male,16,Slovakia,Middle,Bottom,Bottom,2
male,16,Greece,Bottom,Bottom,Bottom,6
male,16,Norway,Middle,Bottom,Bottom,2
male,16,Latvia,Bottom,Bottom,Bottom,1
male,16,Slovenia,Middle,Bottom,Bottom,1
female,16,Slovenia,Middle,Bottom,Bottom,1
male,16,Portugal,Middle,Bottom,Bottom,5
female,16,Hungary,Bottom,Bottom,Bottom,2
male,16,Greece,Middle,Bottom,Bottom,3
male,16,New Zealand,Bottom,Bottom,Bottom,2
male,16,Chile,Bottom,Bottom,Bottom,3
male,16,Netherlands,Middle,Bottom,Bottom,6
female,16,Poland,Middle,Bottom,Bottom,8
male,16,Sweden,Middle,Bottom,Bottom,5
female,16,Israel,Middle,Bottom,Bottom,2
female,16,Turkey,Middle,Bottom,Bottom,6
female,16,Australia,Bottom,Bottom,Bottom,1
female,16,Portugal,Middle,Bottom,Bottom,1
male,16,Mexico,Middle,Bottom,Bottom,3
male,16,Denmark,Middle,Bottom,Bottom,1
female,16,Greece,Bottom,Middle,Bottom,3
male,16,United Kingdom,Bottom,Middle,Bottom,11
male,16,Spain,Bottom,Middle,Bottom,7
female,16,Australia,Bottom,Middle,Bottom,2
female,16,Israel,Middle,Middle,Bottom,2
male,16,Hungary,Bottom,Middle,Bottom,2
male,16,Czech Republic,Bottom,Middle,Bottom,3
male,16,Netherlands,Bottom,Middle,Bottom,3
male,16,Netherlands,Top,Middle,Bottom,2
female,16,Japan,Bottom,Middle,Bottom,4
male,16,Latvia,Middle,Middle,Bottom,1
male,16,Australia,Middle,Middle,Bottom,13
male,16,Norway,Middle,Middle,Bottom,4
female,16,Canada,Middle,Middle,Bottom,3
female,16,United States,Bottom,Middle,Bottom,2
male,16,New Zealand,Middle,Middle,Bottom,4
male,16,Norway,Bottom,Middle,Bottom,1
female,16,Chile,Middle,Middle,Bottom,2
female,16,Greece,Middle,Middle,Bottom,3
female,16,Japan,Top,Middle,Bottom,2
male,16,Austria,Top,Middle,Bottom,1
male,16,Switzerland,Bottom,Middle,Bottom,1
female,16,Turkey,Bottom,Middle,Bottom,1
male,16,Czech Republic,Top,Middle,Bottom,1
male,16,France,Top,Middle,Bottom,1
male,16,Switzerland,Middle,Middle,Bottom,11
female,16,Spain,Top,Middle,Bottom,1
male,16,Canada,Top,Middle,Bottom,2
male,16,France,Middle,Top,Bottom,3
male,16,United States,Top,Top,Bottom,5
male,16,Denmark,Bottom,Top,Bottom,1
male,16,United Kingdom,Top,Top,Bottom,4
male,16,Israel,Middle,Top,Bottom,1
male,16,Germany,Middle,Top,Bottom,5
male,16,Austria,Top,Top,Bottom,1
male,16,Japan,Top,Top,Bottom,2
male,16,Belgium,Top,Top,Bottom,1
male,16,Luxembourg,Bottom,Bottom,Bottom,1
female,16,Denmark,Bottom,Bottom,Bottom,2
female,16,New Zealand,Middle,Bottom,Bottom,1
female,16,South Korea,Bottom,Bottom,Bottom,1
female,16,Greece,Bottom,Bottom,Bottom,1
female,16,Lithuania,Bottom,Bottom,Bottom,1
female,16,Hungary,Middle,Bottom,Bottom,1
female,16,Greece,Middle,Bottom,Bottom,2
male,16,Czech Republic,Middle,Bottom,Bottom,2
female,16,Germany,Middle,Bottom,Bottom,2
female,16,Norway,Middle,Bottom,Bottom,1
female,16,Mexico,Middle,Bottom,Bottom,4
male,16,Sweden,Top,Bottom,Bottom,1
male,16,Turkey,Bottom,Middle,Bottom,5
female,16,Slovenia,Bottom,Middle,Bottom,1
female,16,Portugal,Middle,Middle,Bottom,6
female,16,Estonia,Middle,Middle,Bottom,2
male,16,Turkey,Middle,Middle,Bottom,9
female,16,Austria,Bottom,Middle,Bottom,1
female,16,Israel,Bottom,Middle,Bottom,1
female,16,Czech Republic,Middle,Middle,Bottom,2
female,16,Italy,Bottom,Middle,Bottom,2
female,16,Austria,Middle,Middle,Bottom,2
male,16,Finland,Bottom,Middle,Bottom,2
male,16,Mexico,Bottom,Middle,Bottom,3
female,16,Poland,Middle,Middle,Bottom,5
male,16,Mexico,Top,Middle,Bottom,1
male,16,Denmark,Bottom,Middle,Bottom,1
female,16,Finland,Bottom,Middle,Bottom,1
female,16,New Zealand,Middle,Middle,Bottom,1
female,16,Mexico,Bottom,Middle,Bottom,1
female,16,United States,Top,Middle,Bottom,3
male,16,Belgium,Middle,Middle,Bottom,5
male,16,Portugal,Middle,Middle,Bottom,4
female,16,Sweden,Middle,Middle,Bottom,1
male,16,Israel,Top,Middle,Bottom,1
male,16,Ireland,Middle,Middle,Bottom,1
male,16,Canada,Top,Top,Bottom,3
male,16,Switzerland,Middle,Top,Bottom,1
male,16,Italy,Top,Top,Bottom,1
female,16,Spain,Middle,Top,Bottom,1
male,16,United States,Middle,Top,Bottom,1
female,16,Italy,Middle,Top,Bottom,1
male,16,Spain,Middle,Top,Bottom,1
male,16,France,Top,Top,Bottom,1
male,16,Netherlands,Middle,Top,Bottom,1
male,16,Austria,Bottom,Bottom,Bottom,1
female,16,Austria,Bottom,Bottom,Bottom,2
male,16,New Zealand,Middle,Bottom,Bottom,1
male,16,Switzerland,Top,Bottom,Bottom,1
female,16,Belgium,Middle,Bottom,Bottom,1
female,16,South Korea,Middle,Bottom,Bottom,1
female,16,Czech Republic,Bottom,Bottom,Bottom,1
male,16,Lithuania,Middle,Bottom,Bottom,1
male,16,Colombia,Bottom,Middle,Bottom,1
female,16,Mexico,Middle,Middle,Bottom,2
female,16,United Kingdom,Bottom,Middle,Bottom,1
male,16,Finland,Middle,Middle,Bottom,1
female,16,Slovakia,Bottom,Middle,Bottom,1
female,16,Belgium,Middle,Middle,Bottom,1
female,16,Switzerland,Middle,Middle,Bottom,1
male,16,Iceland,Middle,Middle,Bottom,1
female,16,Ireland,Bottom,Middle,Bottom,1
male,16,Israel,Middle,Middle,Bottom,4
male,16,Australia,Bottom,Middle,Bottom,1
female,16,Denmark,Middle,Middle,Bottom,1
male,16,Italy,Top,Middle,Bottom,3
male,16,Norway,Top,Middle,Bottom,1
female,16,South Korea,Top,Middle,Bottom,1
male,16,Ireland,Bottom,Middle,Bottom,1
female,16,Hungary,Bottom,Middle,Bottom,1
female,16,Germany,Top,Middle,Bottom,1
male,16,Poland,Top,Middle,Bottom,1
male,16,Portugal,Middle,Top,Bottom,1
male,16,Italy,Middle,Top,Bottom,1
male,16,Netherlands,Top,Top,Bottom,1
male,16,Denmark,Middle,Top,Bottom,1
male,16,Japan,Bottom,Top,Bottom,1
male,16,Belgium,Middle,Top,Bottom,1
female,16,United States,Bottom,Bottom,Middle,25
male,16,United States,Bottom,Bottom,Middle,146
male,16,Netherlands,Bottom,Bottom,Middle,13
male,16,Spain,Bottom,Bottom,Middle,15
female,16,Spain,Bottom,Bottom,Middle,22
male,16,Australia,Bottom,Bottom,Middle,15
male,16,Sweden,Bottom,Bottom,Middle,7
male,16,Italy,Bottom,Bottom,Middle,23
male,16,Australia,Middle,Bottom,Middle,15
male,16,Netherlands,Middle,Bottom,Middle,11
male,16,Poland,Bottom,Bottom,Middle,26
female,16,Portugal,Bottom,Bottom,Middle,7
male,16,Czech Republic,Bottom,Bottom,Middle,6
male,16,Slovakia,Bottom,Bottom,Middle,5
male,16,Germany,Bottom,Bottom,Middle,45
female,16,Italy,Bottom,Bottom,Middle,9
female,16,Hungary,Bottom,Bottom,Middle,4
male,16,Denmark,Middle,Bottom,Middle,4
female,16,United States,Middle,Bottom,Middle,15
male,16,France,Middle,Bottom,Middle,29
male,16,Mexico,Bottom,Bottom,Middle,11
male,16,South Korea,Bottom,Bottom,Middle,12
male,16,United Kingdom,Bottom,Bottom,Middle,25
female,16,Hungary,Middle,Bottom,Middle,3
male,16,United States,Middle,Bottom,Middle,104
male,16,Germany,Middle,Bottom,Middle,24
female,16,Israel,Bottom,Bottom,Middle,2
male,16,Japan,Bottom,Bottom,Middle,48
female,16,Spain,Middle,Bottom,Middle,18
female,16,France,Middle,Bottom,Middle,14
male,16,Japan,Middle,Bottom,Middle,72
male,16,Turkey,Bottom,Bottom,Middle,10
male,16,Israel,Bottom,Bottom,Middle,6
male,16,Portugal,Bottom,Bottom,Middle,5
female,16,Germany,Bottom,Bottom,Middle,8
male,16,Canada,Bottom,Bottom,Middle,8
male,16,Turkey,Middle,Bottom,Middle,3
male,16,South Korea,Middle,Bottom,Middle,4
male,16,Mexico,Middle,Bottom,Middle,8
male,16,France,Bottom,Bottom,Middle,37
female,16,Poland,Bottom,Bottom,Middle,17
male,16,Denmark,Bottom,Bottom,Middle,6
male,16,Estonia,Bottom,Bottom,Middle,2
female,16,Israel,Middle,Bottom,Middle,1
male,16,Italy,Middle,Bottom,Middle,18
female,16,France,Bottom,Bottom,Middle,13
female,16,South Korea,Middle,Bottom,Middle,1
female,16,Italy,Middle,Bottom,Middle,32
male,16,United States,Top,Bottom,Middle,1
female,16,Latvia,Bottom,Bottom,Middle,2
male,16,United Kingdom,Middle,Bottom,Middle,28
male,16,Poland,Middle,Bottom,Middle,16
male,16,Spain,Middle,Bottom,Middle,18
female,16,Portugal,Middle,Bottom,Middle,1
female,16,Australia,Bottom,Bottom,Middle,6
male,16,Lithuania,Bottom,Bottom,Middle,1
male,16,Austria,Bottom,Bottom,Middle,3
female,16,Poland,Middle,Bottom,Middle,6
female,16,Japan,Middle,Bottom,Middle,6
male,16,Canada,Middle,Bottom,Middle,10
female,16,Japan,Bottom,Bottom,Middle,5
male,16,Norway,Middle,Bottom,Middle,1
male,16,Japan,Top,Bottom,Middle,2
male,16,Germany,Top,Bottom,Middle,2
male,16,Chile,Middle,Bottom,Middle,2
female,16,Germany,Middle,Bottom,Middle,5
male,16,United States,Bottom,Middle,Middle,114
male,16,South Korea,Bottom,Middle,Middle,15
male,16,Hungary,Bottom,Middle,Middle,14
male,16,Poland,Bottom,Middle,Middle,25
male,16,Spain,Bottom,Middle,Middle,21
male,16,Belgium,Bottom,Middle,Middle,6
male,16,Australia,Bottom,Middle,Middle,18
female,16,Poland,Bottom,Middle,Middle,35
male,16,Germany,Bottom,Middle,Middle,46
male,16,Spain,Middle,Middle,Middle,247
male,16,New Zealand,Middle,Middle,Middle,15
female,16,United States,Middle,Middle,Middle,110
female,16,Spain,Middle,Middle,Middle,194
female,16,France,Middle,Middle,Middle,169
male,16,United Kingdom,Middle,Middle,Middle,210
female,16,Poland,Middle,Middle,Middle,76
male,16,United States,Middle,Middle,Middle,685
male,16,Chile,Middle,Middle,Middle,33
male,16,Italy,Middle,Middle,Middle,239
male,16,Canada,Middle,Middle,Middle,103
male,16,Switzerland,Middle,Middle,Middle,34
female,16,Slovakia,Bottom,Middle,Middle,2
female,16,Italy,Bottom,Middle,Middle,21
female,16,Spain,Bottom,Middle,Middle,19
female,16,Turkey,Bottom,Middle,Middle,7
male,16,United Kingdom,Bottom,Middle,Middle,38
male,16,Greece,Bottom,Middle,Middle,4
female,16,Japan,Bottom,Middle,Middle,9
male,16,Germany,Middle,Middle,Middle,242
male,16,Japan,Middle,Middle,Middle,598
female,16,Australia,Bottom,Middle,Middle,3
male,16,Canada,Bottom,Middle,Middle,12
male,16,Japan,Bottom,Middle,Middle,62
female,16,Portugal,Bottom,Middle,Middle,19
male,16,Portugal,Bottom,Middle,Middle,16
male,16,Mexico,Middle,Middle,Middle,49
male,16,Sweden,Middle,Middle,Middle,40
male,16,France,Middle,Middle,Middle,353
male,16,France,Bottom,Middle,Middle,58
female,16,United States,Bottom,Middle,Middle,25
female,16,United Kingdom,Bottom,Middle,Middle,3
female,16,Turkey,Middle,Middle,Middle,20
male,16,Denmark,Middle,Middle,Middle,19
male,16,Poland,Middle,Middle,Middle,112
male,16,Greece,Middle,Middle,Middle,51
male,16,Japan,Top,Middle,Middle,178
female,16,Greece,Bottom,Middle,Middle,5
female,16,Israel,Bottom,Middle,Middle,1
female,16,Japan,Middle,Middle,Middle,46
female,16,Italy,Middle,Middle,Middle,235
male,16,Italy,Top,Middle,Middle,64
male,16,Sweden,Bottom,Middle,Middle,8
male,16,Switzerland,Bottom,Middle,Middle,6
male,16,Lithuania,Middle,Middle,Middle,9
male,16,Netherlands,Bottom,Middle,Middle,15
female,16,Colombia,Bottom,Middle,Middle,3
female,16,Portugal,Middle,Middle,Middle,38
male,16,Czech Republic,Top,Middle,Middle,7
female,16,Japan,Top,Middle,Middle,6
female,16,Canada,Middle,Middle,Middle,17
male,16,Israel,Middle,Middle,Middle,25
male,16,Slovenia,Middle,Middle,Middle,12
male,16,Ireland,Bottom,Middle,Middle,6
male,16,Belgium,Top,Middle,Middle,4
male,16,Belgium,Middle,Middle,Middle,21
male,16,Denmark,Bottom,Middle,Middle,2
male,16,France,Top,Middle,Middle,58
male,16,Portugal,Middle,Middle,Middle,35
male,16,Sweden,Top,Middle,Middle,10
female,16,Australia,Middle,Middle,Middle,13
female,16,Switzerland,Middle,Middle,Middle,4
male,16,Czech Republic,Bottom,Middle,Middle,5
male,16,Hungary,Middle,Middle,Middle,31
female,16,Greece,Middle,Middle,Middle,14
male,16,South Korea,Middle,Middle,Middle,63
female,16,Germany,Top,Middle,Middle,2
female,16,Germany,Bottom,Middle,Middle,11
female,16,Belgium,Middle,Middle,Middle,7
male,16,Spain,Top,Middle,Middle,61
male,16,Netherlands,Middle,Middle,Middle,29
male,16,Chile,Bottom,Middle,Middle,7
male,16,Italy,Bottom,Middle,Middle,20
male,16,Germany,Top,Middle,Middle,42
male,16,Greece,Top,Middle,Middle,9
male,16,Turkey,Middle,Middle,Middle,40
male,16,United States,Top,Middle,Middle,102
female,16,Czech Republic,Middle,Middle,Middle,8
male,16,Australia,Middle,Middle,Middle,55
male,16,Poland,Top,Middle,Middle,12
male,16,Canada,Top,Middle,Middle,19
male,16,United Kingdom,Middle,Top,Middle,20
female,16,France,Middle,Top,Middle,9
male,16,France,Middle,Top,Middle,29
male,16,Israel,Top,Top,Middle,3
male,16,Japan,Middle,Top,Middle,57
male,16,Spain,Top,Top,Middle,38
male,16,Spain,Middle,Top,Middle,22
male,16,Netherlands,Middle,Top,Middle,15
male,16,South Korea,Middle,Top,Middle,10
male,16,Germany,Top,Top,Middle,31
male,16,France,Top,Top,Middle,26
male,16,Turkey,Middle,Top,Middle,3
male,16,United Kingdom,Top,Top,Middle,53
female,16,Italy,Middle,Top,Middle,8
male,16,Finland,Middle,Top,Middle,2
male,16,Belgium,Top,Top,Middle,8
female,16,Denmark,Bottom,Bottom,Middle,3
male,16,Greece,Middle,Bottom,Middle,5
female,16,United Kingdom,Bottom,Bottom,Middle,7
male,16,Greece,Bottom,Bottom,Middle,6
female,16,Czech Republic,Bottom,Bottom,Middle,1
female,16,Turkey,Bottom,Bottom,Middle,3
male,16,Finland,Bottom,Bottom,Middle,1
male,16,Belgium,Bottom,Bottom,Middle,3
male,16,Latvia,Middle,Bottom,Middle,1
male,16,Switzerland,Bottom,Bottom,Middle,7
male,16,Chile,Bottom,Bottom,Middle,3
female,16,Sweden,Bottom,Bottom,Middle,2
male,16,Austria,Middle,Bottom,Middle,2
female,16,United Kingdom,Middle,Bottom,Middle,2
female,16,Canada,Bottom,Bottom,Middle,2
male,16,Hungary,Bottom,Bottom,Middle,6
male,16,Norway,Bottom,Bottom,Middle,4
female,16,Turkey,Middle,Bottom,Middle,2
male,16,Czech Republic,Middle,Bottom,Middle,2
male,16,New Zealand,Middle,Bottom,Middle,3
female,16,Belgium,Bottom,Bottom,Middle,4
female,16,Lithuania,Bottom,Bottom,Middle,1
male,16,Colombia,Bottom,Middle,Middle,3
male,16,Finland,Bottom,Middle,Middle,1
female,16,United Kingdom,Middle,Middle,Middle,32
male,16,Austria,Middle,Middle,Middle,23
male,16,Finland,Middle,Middle,Middle,9
male,16,Norway,Middle,Middle,Middle,16
female,16,Germany,Middle,Middle,Middle,40
female,16,France,Bottom,Middle,Middle,31
female,16,Mexico,Bottom,Middle,Middle,8
male,16,Mexico,Bottom,Middle,Middle,12
female,16,Slovakia,Middle,Middle,Middle,3
male,16,Slovakia,Middle,Middle,Middle,11
male,16,Israel,Bottom,Middle,Middle,6
female,16,Czech Republic,Bottom,Middle,Middle,3
male,16,Austria,Bottom,Middle,Middle,4
female,16,Hungary,Middle,Middle,Middle,8
male,16,Czech Republic,Middle,Middle,Middle,44
female,16,Hungary,Bottom,Middle,Middle,4
female,16,Spain,Top,Middle,Middle,19
male,16,Ireland,Middle,Middle,Middle,16
male,16,United Kingdom,Top,Middle,Middle,59
female,16,Ireland,Bottom,Middle,Middle,4
male,16,Australia,Top,Middle,Middle,14
male,16,Colombia,Middle,Middle,Middle,1
male,16,South Korea,Top,Middle,Middle,10
male,16,Germany,Middle,Top,Middle,25
male,16,United States,Middle,Top,Middle,62
male,16,United States,Top,Top,Middle,69
male,16,Czech Republic,Middle,Top,Middle,8
female,16,France,Top,Top,Middle,5
male,16,Japan,Top,Top,Middle,52
male,16,Mexico,Top,Top,Middle,1
male,16,Switzerland,Top,Top,Middle,8
female,16,Belgium,Middle,Bottom,Middle,1
male,16,Ireland,Bottom,Bottom,Middle,2
female,16,Netherlands,Bottom,Bottom,Middle,1
male,16,Switzerland,Middle,Bottom,Middle,2
female,16,Mexico,Bottom,Bottom,Middle,4
female,16,Mexico,Middle,Bottom,Middle,1
female,16,Greece,Middle,Bottom,Middle,1
male,16,Israel,Middle,Bottom,Middle,5
female,16,Slovenia,Middle,Bottom,Middle,1
male,16,Sweden,Middle,Bottom,Middle,3
female,16,Greece,Bottom,Bottom,Middle,1
female,16,Belgium,Bottom,Middle,Middle,5
male,16,Turkey,Bottom,Middle,Middle,11
female,16,Netherlands,Middle,Middle,Middle,4
male,16,New Zealand,Bottom,Middle,Middle,1
female,16,Lithuania,Middle,Middle,Middle,3
female,16,Hungary,Top,Middle,Middle,1
female,16,Italy,Top,Middle,Middle,33
female,16,Iceland,Bottom,Middle,Middle,1
female,16,Finland,Middle,Middle,Middle,7
female,16,Switzerland,Bottom,Middle,Middle,1
female,16,Chile,Bottom,Middle,Middle,3
male,16,Netherlands,Top,Middle,Middle,6
female,16,Ireland,Middle,Middle,Middle,6
female,16,Norway,Middle,Middle,Middle,3
male,16,Ireland,Top,Middle,Middle,2
male,16,Poland,Middle,Top,Middle,2
female,16,Mexico,Bottom,Top,Middle,1
male,16,United Kingdom,Bottom,Top,Middle,2
male,16,Denmark,Top,Top,Middle,2
male,16,South Korea,Bottom,Top,Middle,4
female,16,Italy,Top,Top,Middle,4
male,16,Austria,Middle,Top,Middle,5
female,16,Iceland,Bottom,Bottom,Middle,1
male,16,Finland,Middle,Bottom,Middle,2
male,16,Portugal,Middle,Bottom,Middle,2
female,16,United Kingdom,Top,Middle,Middle,5
male,16,Turkey,Top,Middle,Middle,4
female,16,Sweden,Middle,Middle,Middle,9
male,16,Slovakia,Bottom,Middle,Middle,5
female,16,Mexico,Middle,Middle,Middle,8
female,16,Israel,Middle,Middle,Middle,7
female,16,United States,Top,Middle,Middle,10
male,16,Israel,Top,Middle,Middle,4
male,16,Chile,Top,Middle,Middle,2
female,16,Germany,Middle,Top,Middle,4
male,16,Canada,Top,Top,Middle,15
male,16,Portugal,Top,Top,Middle,4
male,16,Netherlands,Top,Bottom,Middle,2
female,16,Austria,Middle,Middle,Middle,3
male,16,Latvia,Bottom,Middle,Middle,1
female,16,Sweden,Bottom,Middle,Middle,2
male,16,Latvia,Middle,Middle,Middle,4
male,16,Switzerland,Top,Middle,Middle,5
male,16,Estonia,Bottom,Middle,Middle,3
female,16,Canada,Bottom,Middle,Middle,5
male,16,Estonia,Middle,Middle,Middle,7
female,16,Finland,Bottom,Middle,Middle,1
female,16,Chile,Middle,Middle,Middle,8
male,16,Denmark,Top,Middle,Middle,6
female,16,Denmark,Top,Middle,Middle,1
male,16,Belgium,Middle,Top,Middle,3
male,16,Italy,Middle,Top,Middle,13
female,16,Germany,Top,Top,Middle,2
male,16,Spain,Top,Bottom,Middle,1
male,16,Australia,Top,Bottom,Middle,1
female,16,Norway,Middle,Bottom,Middle,1
male,16,Estonia,Middle,Bottom,Middle,1
female,16,Poland,Top,Middle,Middle,3
female,16,Austria,Top,Middle,Middle,1
female,16,Slovenia,Middle,Middle,Middle,10
male,16,Mexico,Top,Middle,Middle,2
female,16,Colombia,Middle,Middle,Middle,1
male,16,Lithuania,Bottom,Middle,Middle,2
female,16,Spain,Middle,Top,Middle,9
male,16,Netherlands,Top,Top,Middle,5
male,16,Israel,Middle,Top,Middle,4
female,16,Portugal,Middle,Top,Middle,7
female,16,Netherlands,Middle,Top,Middle,1
female,16,Japan,Middle,Top,Middle,3
male,16,Japan,Bottom,Top,Middle,3
