Gender,ASJC_2d,Country,Early,Mid,Late,NoAuthors
male,16,Austria,Top,Top,Bottom,1
male,16,Sweden,Middle,Top,Bottom,1
male,16,Slovakia,Middle,Bottom,Bottom,2
male,16,Switzerland,Middle,Middle,Bottom,10
male,16,Latvia,Bottom,Bottom,Bottom,1
male,16,Netherlands,Middle,Middle,Bottom,6
male,16,Germany,Top,Top,Bottom,4
female,16,United States,Bottom,Middle,Bottom,4
male,16,Israel,Top,Top,Bottom,1
female,16,Spain,Top,Middle,Bottom,1
male,16,Czech Republic,Top,Middle,Bottom,1
male,16,United States,Top,Top,Bottom,9
female,16,Finland,Bottom,Middle,Bottom,1
female,16,United Kingdom,Middle,Bottom,Bottom,4
male,16,United Kingdom,Top,Middle,Bottom,7
female,16,Canada,Middle,Middle,Bottom,4
female,16,Israel,Middle,Middle,Bottom,3
female,16,Norway,Middle,Bottom,Bottom,1
male,16,Poland,Middle,Bottom,Bottom,6
female,16,Estonia,Bottom,Bottom,Bottom,2
male,16,Spain,Top,Middle,Bottom,2
female,16,Poland,Middle,Bottom,Bottom,2
female,16,Czech Republic,Middle,Bottom,Bottom,3
male,16,Netherlands,Middle,Bottom,Bottom,11
male,16,Japan,Top,Bottom,Bottom,2
male,16,Ireland,Bottom,Middle,Bottom,1
male,16,Portugal,Middle,Bottom,Bottom,5
male,16,Belgium,Top,Top,Bottom,2
male,16,Sweden,Middle,Bottom,Bottom,2
female,16,Finland,Middle,Middle,Bottom,1
male,16,Mexico,Middle,Middle,Bottom,6
male,16,Turkey,Top,Top,Bottom,1
female,16,Hungary,Middle,Bottom,Bottom,3
female,16,Spain,Middle,Middle,Bottom,25
male,16,France,Middle,Top,Bottom,3
male,16,United Kingdom,Top,Top,Bottom,3
male,16,Norway,Middle,Middle,Bottom,4
female,16,Slovakia,Bottom,Middle,Bottom,1
female,16,Mexico,Middle,Bottom,Bottom,1
male,16,Czech Republic,Bottom,Middle,Bottom,2
male,16,Belgium,Middle,Middle,Bottom,4
male,16,Turkey,Bottom,Middle,Bottom,4
male,16,Italy,Top,Middle,Bottom,1
female,16,Chile,Middle,Middle,Bottom,1
female,16,Ireland,Bottom,Bottom,Bottom,2
male,16,Austria,Middle,Middle,Bottom,6
male,16,Luxembourg,Bottom,Bottom,Bottom,1
female,16,Estonia,Middle,Middle,Bottom,1
female,16,Switzerland,Middle,Bottom,Bottom,1
female,16,Germany,Middle,Bottom,Bottom,5
male,16,Greece,Middle,Middle,Bottom,6
female,16,Belgium,Bottom,Middle,Bottom,1
male,16,Slovakia,Top,Middle,Bottom,1
female,16,Turkey,Middle,Bottom,Bottom,1
male,16,Greece,Bottom,Middle,Bottom,3
female,16,Netherlands,Bottom,Bottom,Bottom,2
male,16,Germany,Top,Middle,Bottom,4
male,16,Poland,Bottom,Middle,Bottom,10
male,16,United Kingdom,Top,Bottom,Bottom,1
female,16,Mexico,Middle,Middle,Bottom,2
female,16,Slovenia,Bottom,Middle,Bottom,2
male,16,Portugal,Bottom,Bottom,Bottom,3
female,16,Slovenia,Middle,Bottom,Bottom,1
female,16,Australia,Bottom,Middle,Bottom,1
male,16,Denmark,Middle,Middle,Bottom,3
male,16,Mexico,Bottom,Middle,Bottom,1
female,16,Turkey,Middle,Middle,Bottom,3
male,16,Norway,Bottom,Middle,Bottom,2
female,16,Switzerland,Middle,Middle,Bottom,2
female,16,Portugal,Middle,Middle,Bottom,5
female,16,Greece,Bottom,Bottom,Bottom,1
male,16,Greece,Middle,Bottom,Bottom,2
male,16,Canada,Top,Top,Bottom,4
female,16,United States,Top,Middle,Bottom,3
female,16,Japan,Top,Middle,Bottom,1
male,16,France,Top,Top,Bottom,2
female,16,South Korea,Bottom,Bottom,Bottom,1
male,16,New Zealand,Middle,Middle,Bottom,3
female,16,Turkey,Bottom,Middle,Bottom,3
female,16,Austria,Middle,Middle,Bottom,1
female,16,Greece,Bottom,Middle,Bottom,2
male,16,Denmark,Middle,Top,Bottom,1
male,16,Czech Republic,Middle,Middle,Bottom,4
male,16,Austria,Middle,Top,Bottom,1
female,16,Italy,Top,Top,Bottom,1
female,16,South Korea,Middle,Bottom,Bottom,2
female,16,Spain,Middle,Top,Bottom,1
female,16,France,Bottom,Middle,Bottom,3
female,16,Norway,Middle,Middle,Bottom,1
male,16,Estonia,Bottom,Bottom,Bottom,1
female,16,Germany,Top,Middle,Bottom,1
female,16,Greece,Middle,Bottom,Bottom,1
male,16,Spain,Middle,Top,Bottom,1
female,16,Mexico,Bottom,Middle,Bottom,1
male,16,Denmark,Bottom,Top,Bottom,1
female,16,Lithuania,Bottom,Bottom,Bottom,1
male,16,Belgium,Bottom,Middle,Bottom,1
female,16,Portugal,Middle,Bottom,Bottom,2
male,16,Switzerland,Top,Bottom,Bottom,1
male,16,Chile,Middle,Bottom,Bottom,3
male,16,New Zealand,Middle,Top,Bottom,1
male,16,Chile,Middle,Middle,Bottom,1
male,16,Germany,Top,Bottom,Bottom,1
male,16,Iceland,Middle,Middle,Bottom,1
male,16,Chile,Bottom,Middle,Bottom,1
female,16,Lithuania,Middle,Bottom,Bottom,1
male,16,Hungary,Middle,Middle,Bottom,1
female,16,Austria,Middle,Bottom,Bottom,1
female,16,Germany,Bottom,Middle,Bottom,2
male,16,Canada,Bottom,Middle,Bottom,2
female,16,Hungary,Bottom,Middle,Bottom,2
male,16,France,Top,Middle,Bottom,3
male,16,Canada,Top,Middle,Bottom,2
male,16,Belgium,Middle,Top,Bottom,1
male,16,Lithuania,Middle,Middle,Bottom,1
female,16,Austria,Bottom,Bottom,Bottom,1
female,16,New Zealand,Middle,Bottom,Bottom,1
female,16,Israel,Middle,Bottom,Bottom,1
male,16,Turkey,Middle,Top,Bottom,1
male,16,Japan,Top,Top,Bottom,2
female,16,Latvia,Bottom,Bottom,Bottom,1
male,16,Israel,Middle,Middle,Bottom,2
male,16,United States,Middle,Top,Bottom,1
male,16,Portugal,Middle,Middle,Bottom,2
male,16,Netherlands,Top,Middle,Bottom,1
male,16,Greece,Middle,Top,Bottom,1
male,16,Sweden,Top,Bottom,Bottom,1
female,16,Czech Republic,Middle,Middle,Bottom,2
male,16,Finland,Bottom,Middle,Bottom,1
male,16,Czech Republic,Bottom,Top,Bottom,1
male,16,Australia,Top,Middle,Bottom,1
male,16,Ireland,Middle,Middle,Bottom,1
male,16,Norway,Top,Middle,Bottom,1
male,16,Portugal,Top,Middle,Bottom,1
male,16,Netherlands,Middle,Top,Bottom,1
female,16,United States,Top,Top,Bottom,1
male,16,Japan,Top,Middle,Middle,115
male,16,Poland,Middle,Middle,Middle,111
male,16,United States,Top,Middle,Middle,170
male,16,United States,Middle,Middle,Middle,588
male,16,Turkey,Bottom,Bottom,Middle,5
male,16,New Zealand,Middle,Middle,Middle,14
male,16,United States,Bottom,Bottom,Middle,110
male,16,Japan,Bottom,Bottom,Middle,62
male,16,Germany,Middle,Bottom,Middle,30
male,16,Italy,Bottom,Bottom,Middle,18
male,16,Italy,Middle,Middle,Middle,295
male,16,United States,Middle,Bottom,Middle,85
male,16,France,Middle,Middle,Middle,410
male,16,Germany,Middle,Middle,Middle,257
male,16,Chile,Bottom,Bottom,Middle,3
male,16,France,Bottom,Bottom,Middle,31
female,16,Spain,Middle,Middle,Middle,201
male,16,Israel,Bottom,Bottom,Middle,3
male,16,Australia,Middle,Bottom,Middle,15
female,16,Portugal,Bottom,Middle,Middle,17
male,16,Netherlands,Middle,Middle,Middle,30
male,16,United Kingdom,Bottom,Middle,Middle,46
female,16,Italy,Middle,Middle,Middle,256
male,16,Israel,Top,Middle,Middle,5
male,16,Japan,Bottom,Middle,Middle,81
male,16,Japan,Middle,Bottom,Middle,68
male,16,Netherlands,Middle,Top,Middle,13
male,16,Spain,Bottom,Bottom,Middle,18
male,16,Hungary,Bottom,Bottom,Middle,7
female,16,France,Middle,Middle,Middle,173
male,16,Japan,Middle,Middle,Middle,638
male,16,United States,Bottom,Middle,Middle,96
male,16,Spain,Middle,Middle,Middle,263
male,16,Turkey,Middle,Middle,Middle,39
male,16,Austria,Middle,Middle,Middle,27
female,16,United States,Middle,Bottom,Middle,24
female,16,France,Middle,Bottom,Middle,12
male,16,South Korea,Bottom,Middle,Middle,13
male,16,Italy,Bottom,Middle,Middle,25
male,16,Greece,Middle,Middle,Middle,51
female,16,Japan,Bottom,Bottom,Middle,9
male,16,Slovenia,Middle,Middle,Middle,11
female,16,Hungary,Bottom,Bottom,Middle,4
male,16,Estonia,Bottom,Bottom,Middle,1
male,16,United Kingdom,Middle,Bottom,Middle,27
male,16,Poland,Bottom,Bottom,Middle,24
female,16,Poland,Middle,Middle,Middle,79
female,16,United States,Bottom,Bottom,Middle,16
female,16,Japan,Middle,Middle,Middle,43
male,16,South Korea,Middle,Middle,Middle,70
male,16,Australia,Bottom,Bottom,Middle,12
female,16,Japan,Bottom,Middle,Middle,11
female,16,France,Bottom,Middle,Middle,29
female,16,Spain,Bottom,Bottom,Middle,13
male,16,Greece,Middle,Bottom,Middle,6
male,16,Austria,Middle,Bottom,Middle,5
male,16,Finland,Middle,Middle,Middle,11
female,16,Italy,Bottom,Bottom,Middle,19
male,16,Mexico,Middle,Middle,Middle,50
male,16,Czech Republic,Bottom,Bottom,Middle,7
male,16,Belgium,Top,Top,Middle,11
male,16,Czech Republic,Middle,Middle,Middle,45
male,16,Mexico,Middle,Bottom,Middle,8
female,16,Turkey,Middle,Middle,Middle,24
male,16,South Korea,Bottom,Bottom,Middle,6
male,16,Poland,Top,Top,Middle,9
male,16,Hungary,Middle,Bottom,Middle,3
male,16,Japan,Middle,Top,Middle,56
male,16,France,Middle,Bottom,Middle,24
male,16,Switzerland,Middle,Middle,Middle,36
male,16,Portugal,Middle,Bottom,Middle,3
male,16,United Kingdom,Bottom,Bottom,Middle,30
female,16,Belgium,Bottom,Bottom,Middle,5
male,16,United Kingdom,Middle,Middle,Middle,223
male,16,Canada,Middle,Middle,Middle,82
female,16,Spain,Bottom,Middle,Middle,23
female,16,Italy,Middle,Bottom,Middle,28
male,16,France,Top,Middle,Middle,46
male,16,Germany,Bottom,Bottom,Middle,36
male,16,South Korea,Middle,Top,Middle,8
female,16,Mexico,Bottom,Middle,Middle,7
male,16,Spain,Top,Middle,Middle,54
male,16,Portugal,Middle,Middle,Middle,48
male,16,Poland,Bottom,Middle,Middle,31
male,16,Denmark,Middle,Middle,Middle,16
male,16,Netherlands,Bottom,Bottom,Middle,13
male,16,Australia,Middle,Middle,Middle,55
male,16,Germany,Top,Middle,Middle,42
male,16,Chile,Middle,Middle,Middle,28
female,16,Italy,Middle,Top,Middle,7
male,16,United States,Top,Bottom,Middle,6
male,16,Germany,Middle,Top,Middle,15
female,16,Latvia,Middle,Bottom,Middle,1
female,16,Poland,Middle,Bottom,Middle,4
female,16,Poland,Bottom,Bottom,Middle,16
female,16,Denmark,Bottom,Bottom,Middle,3
male,16,Chile,Middle,Bottom,Middle,7
male,16,Spain,Bottom,Middle,Middle,23
male,16,Sweden,Middle,Top,Middle,10
male,16,Finland,Bottom,Bottom,Middle,2
female,16,United Kingdom,Bottom,Bottom,Middle,4
female,16,Mexico,Middle,Middle,Middle,11
female,16,Italy,Top,Middle,Middle,12
female,16,Germany,Middle,Middle,Middle,34
male,16,Sweden,Bottom,Bottom,Middle,6
female,16,Portugal,Middle,Middle,Middle,46
female,16,Hungary,Middle,Bottom,Middle,3
male,16,Finland,Middle,Top,Middle,1
male,16,France,Bottom,Middle,Middle,51
female,16,Ireland,Bottom,Middle,Middle,2
male,16,Germany,Bottom,Middle,Middle,55
male,16,Denmark,Middle,Bottom,Middle,4
female,16,Poland,Bottom,Middle,Middle,40
male,16,Canada,Middle,Bottom,Middle,8
female,16,France,Bottom,Bottom,Middle,17
male,16,Netherlands,Middle,Bottom,Middle,10
female,16,Colombia,Middle,Middle,Middle,4
female,16,Greece,Middle,Bottom,Middle,1
female,16,Canada,Middle,Middle,Middle,20
female,16,Japan,Middle,Bottom,Middle,8
male,16,Italy,Top,Middle,Middle,29
male,16,Turkey,Middle,Bottom,Middle,7
male,16,Israel,Middle,Bottom,Middle,5
male,16,Poland,Top,Middle,Middle,18
female,16,Turkey,Bottom,Bottom,Middle,6
male,16,Czech Republic,Middle,Bottom,Middle,8
male,16,Netherlands,Top,Top,Middle,11
male,16,United States,Top,Top,Middle,128
female,16,Australia,Bottom,Middle,Middle,5
male,16,Hungary,Middle,Middle,Middle,31
male,16,Hungary,Bottom,Middle,Middle,15
female,16,Greece,Bottom,Bottom,Middle,2
female,16,Spain,Middle,Bottom,Middle,15
male,16,Slovakia,Bottom,Bottom,Middle,4
female,16,Greece,Bottom,Middle,Middle,3
female,16,United States,Middle,Middle,Middle,105
male,16,France,Middle,Top,Middle,35
male,16,Sweden,Middle,Bottom,Middle,3
female,16,Austria,Middle,Middle,Middle,5
male,16,Slovakia,Middle,Middle,Middle,13
male,16,Germany,Top,Top,Middle,28
female,16,Germany,Middle,Bottom,Middle,6
male,16,Latvia,Bottom,Bottom,Middle,3
male,16,Belgium,Middle,Middle,Middle,23
male,16,Sweden,Middle,Middle,Middle,36
male,16,Spain,Middle,Bottom,Middle,18
male,16,Australia,Top,Middle,Middle,13
female,16,Italy,Bottom,Middle,Middle,30
male,16,Colombia,Middle,Middle,Middle,3
male,16,Canada,Bottom,Middle,Middle,11
male,16,United States,Middle,Top,Middle,66
female,16,Belgium,Bottom,Middle,Middle,7
male,16,United Kingdom,Top,Top,Middle,47
female,16,Norway,Bottom,Bottom,Middle,1
female,16,Norway,Middle,Bottom,Middle,2
female,16,Canada,Bottom,Middle,Middle,3
female,16,Austria,Bottom,Middle,Middle,1
male,16,Switzerland,Bottom,Bottom,Middle,4
female,16,New Zealand,Middle,Middle,Middle,3
male,16,Italy,Middle,Bottom,Middle,25
male,16,Turkey,Middle,Top,Middle,4
female,16,Sweden,Middle,Bottom,Middle,1
male,16,Norway,Top,Middle,Middle,3
male,16,Norway,Middle,Middle,Middle,15
male,16,Poland,Middle,Bottom,Middle,6
female,16,Germany,Top,Top,Middle,2
male,16,New Zealand,Middle,Bottom,Middle,3
female,16,Czech Republic,Bottom,Middle,Middle,4
male,16,Austria,Bottom,Middle,Middle,7
male,16,Colombia,Bottom,Bottom,Middle,2
male,16,Chile,Bottom,Middle,Middle,6
male,16,Slovakia,Bottom,Middle,Middle,5
male,16,Spain,Top,Top,Middle,20
male,16,Denmark,Bottom,Bottom,Middle,4
male,16,Mexico,Bottom,Bottom,Middle,8
male,16,Israel,Middle,Middle,Middle,26
female,16,Portugal,Bottom,Bottom,Middle,8
female,16,Netherlands,Middle,Bottom,Middle,1
female,16,Greece,Middle,Middle,Middle,16
male,16,Lithuania,Bottom,Bottom,Middle,2
female,16,Germany,Bottom,Bottom,Middle,5
male,16,Sweden,Bottom,Middle,Middle,5
male,16,Lithuania,Bottom,Middle,Middle,2
male,16,Turkey,Bottom,Middle,Middle,14
female,16,Ireland,Middle,Middle,Middle,8
male,16,Portugal,Bottom,Bottom,Middle,3
female,16,Mexico,Middle,Bottom,Middle,2
female,16,United Kingdom,Middle,Middle,Middle,30
female,16,Mexico,Bottom,Bottom,Middle,4
male,16,Lithuania,Middle,Middle,Middle,10
male,16,South Korea,Middle,Bottom,Middle,4
male,16,Greece,Top,Middle,Middle,9
female,16,Belgium,Middle,Middle,Middle,6
male,16,Chile,Top,Middle,Middle,1
male,16,Israel,Bottom,Middle,Middle,7
female,16,South Korea,Top,Middle,Middle,2
female,16,Israel,Bottom,Middle,Middle,2
male,16,United Kingdom,Top,Middle,Middle,53
female,16,Lithuania,Middle,Middle,Middle,3
female,16,Switzerland,Middle,Middle,Middle,2
female,16,United States,Top,Middle,Middle,20
male,16,Portugal,Middle,Top,Middle,6
female,16,Turkey,Bottom,Middle,Middle,5
female,16,Czech Republic,Middle,Middle,Middle,8
male,16,Greece,Bottom,Middle,Middle,3
male,16,Ireland,Bottom,Middle,Middle,3
male,16,Israel,Top,Top,Middle,5
male,16,Sweden,Top,Middle,Middle,6
female,16,Poland,Top,Middle,Middle,8
female,16,Slovenia,Middle,Middle,Middle,11
female,16,Israel,Middle,Middle,Middle,9
male,16,Ireland,Middle,Middle,Middle,16
male,16,Finland,Middle,Bottom,Middle,2
female,16,Sweden,Middle,Middle,Middle,10
female,16,Spain,Middle,Top,Middle,7
female,16,Chile,Middle,Middle,Middle,12
male,16,Czech Republic,Bottom,Middle,Middle,9
male,16,Netherlands,Top,Middle,Middle,8
male,16,Norway,Bottom,Middle,Middle,3
male,16,Denmark,Bottom,Middle,Middle,4
male,16,Spain,Middle,Top,Middle,24
male,16,Italy,Top,Top,Middle,16
female,16,Australia,Middle,Middle,Middle,18
male,16,Belgium,Bottom,Bottom,Middle,2
male,16,Canada,Bottom,Top,Middle,1
male,16,Switzerland,Bottom,Middle,Middle,6
female,16,Hungary,Middle,Middle,Middle,7
female,16,Australia,Bottom,Bottom,Middle,4
male,16,Slovakia,Middle,Bottom,Middle,1
male,16,Japan,Top,Top,Middle,32
male,16,United Kingdom,Bottom,Top,Middle,1
female,16,Slovakia,Middle,Middle,Middle,2
female,16,Chile,Bottom,Middle,Middle,1
female,16,United Kingdom,Middle,Bottom,Middle,3
female,16,Finland,Middle,Middle,Middle,7
male,16,Norway,Middle,Bottom,Middle,1
male,16,South Korea,Top,Middle,Middle,11
female,16,Slovakia,Bottom,Middle,Middle,2
male,16,Canada,Top,Top,Middle,22
male,16,Canada,Bottom,Bottom,Middle,4
female,16,United States,Bottom,Middle,Middle,15
female,16,United Kingdom,Bottom,Middle,Middle,4
female,16,United States,Top,Bottom,Middle,1
male,16,Portugal,Bottom,Middle,Middle,13
male,16,Israel,Middle,Top,Middle,4
male,16,Italy,Middle,Top,Middle,9
male,16,Mexico,Bottom,Middle,Middle,14
female,16,Germany,Bottom,Middle,Middle,13
female,16,Germany,Middle,Top,Middle,4
male,16,Canada,Top,Middle,Middle,25
male,16,Netherlands,Bottom,Top,Middle,2
male,16,United Kingdom,Middle,Top,Middle,17
male,16,Norway,Bottom,Bottom,Middle,3
male,16,New Zealand,Top,Bottom,Middle,1
male,16,Belgium,Bottom,Middle,Middle,5
male,16,Belgium,Middle,Bottom,Middle,3
male,16,Australia,Bottom,Middle,Middle,21
male,16,Estonia,Middle,Middle,Middle,9
male,16,Switzerland,Top,Middle,Middle,7
female,16,Denmark,Middle,Bottom,Middle,1
female,16,Germany,Top,Middle,Middle,7
female,16,Netherlands,Bottom,Bottom,Middle,1
female,16,Iceland,Bottom,Middle,Middle,1
male,16,Denmark,Top,Middle,Middle,7
female,16,Denmark,Bottom,Middle,Middle,1
male,16,Netherlands,Top,Bottom,Middle,1
male,16,Netherlands,Bottom,Middle,Middle,12
female,16,Czech Republic,Bottom,Bottom,Middle,1
female,16,Spain,Top,Top,Middle,10
male,16,Switzerland,Top,Top,Middle,8
male,16,United States,Bottom,Top,Middle,3
female,16,Turkey,Top,Middle,Middle,3
female,16,Norway,Middle,Middle,Middle,4
female,16,Latvia,Bottom,Bottom,Middle,1
female,16,Iceland,Bottom,Bottom,Middle,1
male,16,Ireland,Bottom,Bottom,Middle,2
female,16,United Kingdom,Top,Middle,Middle,5
male,16,Australia,Middle,Top,Middle,5
male,16,Switzerland,Middle,Top,Middle,2
male,16,Latvia,Bottom,Middle,Middle,2
female,16,United Kingdom,Middle,Top,Middle,8
male,16,Poland,Middle,Top,Middle,4
female,16,Colombia,Bottom,Middle,Middle,1
female,16,Finland,Top,Middle,Middle,2
female,16,Denmark,Top,Middle,Middle,1
male,16,New Zealand,Bottom,Middle,Middle,3
male,16,Canada,Middle,Top,Middle,16
male,16,Slovenia,Middle,Bottom,Middle,1
female,16,Spain,Top,Middle,Middle,11
female,16,Japan,Bottom,Top,Middle,2
female,16,Netherlands,Middle,Middle,Middle,4
male,16,Mexico,Top,Top,Middle,1
female,16,Switzerland,Bottom,Middle,Middle,1
female,16,Austria,Top,Middle,Middle,2
male,16,France,Top,Top,Middle,18
male,16,Czech Republic,Middle,Top,Middle,6
female,16,Portugal,Middle,Top,Middle,9
male,16,Finland,Bottom,Middle,Middle,1
female,16,Slovakia,Bottom,Bottom,Middle,1
female,16,Japan,Top,Middle,Middle,2
male,16,Belgium,Top,Middle,Middle,4
female,16,Belgium,Middle,Top,Middle,1
male,16,Chile,Middle,Top,Middle,3
male,16,Denmark,Top,Top,Middle,2
female,16,United States,Middle,Top,Middle,14
female,16,Hungary,Bottom,Middle,Middle,2
female,16,Czech Republic,Top,Middle,Middle,1
male,16,Germany,Top,Bottom,Middle,1
male,16,Spain,Top,Bottom,Middle,1
male,16,Ireland,Middle,Top,Middle,3
male,16,Belgium,Middle,Top,Middle,4
male,16,New Zealand,Middle,Top,Middle,1
male,16,Australia,Top,Top,Middle,11
